path,emotion,intensity,gender,dataset,extra_info
standardised_datasets/TESS/03_01_F_tess_OAF_raid.wav,happy,normal,F,tess,OAF_raid
standardised_datasets/TESS/05_01_F_tess_OAF_came.wav,angry,normal,F,tess,OAF_came
standardised_datasets/TESS/04_01_F_tess_YAF_pearl.wav,sad,normal,F,tess,YAF_pearl
standardised_datasets/TESS/05_01_F_tess_YAF_met.wav,angry,normal,F,tess,YAF_met
standardised_datasets/TESS/07_01_F_tess_OAF_loaf.wav,disgust,normal,F,tess,OAF_loaf
standardised_datasets/TESS/01_01_F_tess_YAF_fall.wav,neutral,normal,F,tess,YAF_fall
standardised_datasets/TESS/07_01_F_tess_OAF_hash.wav,disgust,normal,F,tess,OAF_hash
standardised_datasets/TESS/05_01_F_tess_OAF_shout.wav,angry,normal,F,tess,OAF_shout
standardised_datasets/TESS/03_01_F_tess_YAF_gap.wav,happy,normal,F,tess,YAF_gap
standardised_datasets/TESS/07_01_F_tess_OAF_boat.wav,disgust,normal,F,tess,OAF_boat
standardised_datasets/TESS/03_01_F_tess_YAF_death.wav,happy,normal,F,tess,YAF_death
standardised_datasets/TESS/04_01_F_tess_YAF_match.wav,sad,normal,F,tess,YAF_match
standardised_datasets/TESS/03_01_F_tess_YAF_team.wav,happy,normal,F,tess,YAF_team
standardised_datasets/TESS/04_01_F_tess_YAF_pad.wav,sad,normal,F,tess,YAF_pad
standardised_datasets/TESS/03_01_F_tess_YAF_limb.wav,happy,normal,F,tess,YAF_limb
standardised_datasets/TESS/01_01_F_tess_YAF_mill.wav,neutral,normal,F,tess,YAF_mill
standardised_datasets/TESS/05_01_F_tess_YAF_luck.wav,angry,normal,F,tess,YAF_luck
standardised_datasets/TESS/05_01_F_tess_OAF_keen.wav,angry,normal,F,tess,OAF_keen
standardised_datasets/TESS/06_01_F_tess_YAF_hole.wav,fear,normal,F,tess,YAF_hole
standardised_datasets/TESS/04_01_F_tess_YAF_phone.wav,sad,normal,F,tess,YAF_phone
standardised_datasets/TESS/04_01_F_tess_YAF_kill.wav,sad,normal,F,tess,YAF_kill
standardised_datasets/TESS/07_01_F_tess_OAF_dog.wav,disgust,normal,F,tess,OAF_dog
standardised_datasets/TESS/01_01_F_tess_OAF_home.wav,neutral,normal,F,tess,OAF_home
standardised_datasets/TESS/05_01_F_tess_YAF_dab.wav,angry,normal,F,tess,YAF_dab
standardised_datasets/TESS/07_01_F_tess_OAF_perch.wav,disgust,normal,F,tess,OAF_perch
standardised_datasets/TESS/03_01_F_tess_YAF_king.wav,happy,normal,F,tess,YAF_king
standardised_datasets/TESS/03_01_F_tess_OAF_vote.wav,happy,normal,F,tess,OAF_vote
standardised_datasets/TESS/05_01_F_tess_YAF_rough.wav,angry,normal,F,tess,YAF_rough
standardised_datasets/TESS/01_01_F_tess_OAF_pad.wav,neutral,normal,F,tess,OAF_pad
standardised_datasets/TESS/05_01_F_tess_YAF_shall.wav,angry,normal,F,tess,YAF_shall
standardised_datasets/TESS/07_01_F_tess_YAF_tell.wav,disgust,normal,F,tess,YAF_tell
standardised_datasets/TESS/03_01_F_tess_YAF_hit.wav,happy,normal,F,tess,YAF_hit
standardised_datasets/TESS/05_01_F_tess_YAF_bought.wav,angry,normal,F,tess,YAF_bought
standardised_datasets/TESS/03_01_F_tess_YAF_third.wav,happy,normal,F,tess,YAF_third
standardised_datasets/TESS/06_01_F_tess_YAF_dodge.wav,fear,normal,F,tess,YAF_dodge
standardised_datasets/TESS/05_01_F_tess_OAF_numb.wav,angry,normal,F,tess,OAF_numb
standardised_datasets/TESS/07_01_F_tess_YAF_size.wav,disgust,normal,F,tess,YAF_size
standardised_datasets/TESS/05_01_F_tess_OAF_dime.wav,angry,normal,F,tess,OAF_dime
standardised_datasets/TESS/01_01_F_tess_YAF_youth.wav,neutral,normal,F,tess,YAF_youth
standardised_datasets/TESS/03_01_F_tess_OAF_deep.wav,happy,normal,F,tess,OAF_deep
standardised_datasets/TESS/07_01_F_tess_OAF_hire.wav,disgust,normal,F,tess,OAF_hire
standardised_datasets/TESS/07_01_F_tess_OAF_good.wav,disgust,normal,F,tess,OAF_good
standardised_datasets/TESS/05_01_F_tess_OAF_lore.wav,angry,normal,F,tess,OAF_lore
standardised_datasets/TESS/03_01_F_tess_YAF_mop.wav,happy,normal,F,tess,YAF_mop
standardised_datasets/TESS/07_01_F_tess_YAF_make.wav,disgust,normal,F,tess,YAF_make
standardised_datasets/TESS/07_01_F_tess_YAF_mode.wav,disgust,normal,F,tess,YAF_mode
standardised_datasets/TESS/06_01_F_tess_YAF_reach.wav,fear,normal,F,tess,YAF_reach
standardised_datasets/TESS/05_01_F_tess_OAF_haze.wav,angry,normal,F,tess,OAF_haze
standardised_datasets/TESS/07_01_F_tess_YAF_time.wav,disgust,normal,F,tess,YAF_time
standardised_datasets/TESS/07_01_F_tess_YAF_note.wav,disgust,normal,F,tess,YAF_note
standardised_datasets/TESS/07_01_F_tess_OAF_nag.wav,disgust,normal,F,tess,OAF_nag
standardised_datasets/TESS/07_01_F_tess_YAF_shack.wav,disgust,normal,F,tess,YAF_shack
standardised_datasets/TESS/06_01_F_tess_YAF_room.wav,fear,normal,F,tess,YAF_room
standardised_datasets/TESS/05_01_F_tess_YAF_pool.wav,angry,normal,F,tess,YAF_pool
standardised_datasets/TESS/03_01_F_tess_YAF_tool.wav,happy,normal,F,tess,YAF_tool
standardised_datasets/TESS/01_01_F_tess_OAF_tire.wav,neutral,normal,F,tess,OAF_tire
standardised_datasets/TESS/07_01_F_tess_YAF_bean.wav,disgust,normal,F,tess,YAF_bean
standardised_datasets/TESS/03_01_F_tess_OAF_should.wav,happy,normal,F,tess,OAF_should
standardised_datasets/TESS/05_01_F_tess_OAF_sub.wav,angry,normal,F,tess,OAF_sub
standardised_datasets/TESS/01_01_F_tess_YAF_young.wav,neutral,normal,F,tess,YAF_young
standardised_datasets/TESS/07_01_F_tess_OAF_bite.wav,disgust,normal,F,tess,OAF_bite
standardised_datasets/TESS/07_01_F_tess_YAF_rose.wav,disgust,normal,F,tess,YAF_rose
standardised_datasets/TESS/05_01_F_tess_YAF_tape.wav,angry,normal,F,tess,YAF_tape
standardised_datasets/TESS/06_01_F_tess_YAF_life.wav,fear,normal,F,tess,YAF_life
standardised_datasets/TESS/04_01_F_tess_YAF_yearn.wav,sad,normal,F,tess,YAF_yearn
standardised_datasets/TESS/01_01_F_tess_YAF_road.wav,neutral,normal,F,tess,YAF_road
standardised_datasets/TESS/03_01_F_tess_YAF_cab.wav,happy,normal,F,tess,YAF_cab
standardised_datasets/TESS/07_01_F_tess_YAF_judge.wav,disgust,normal,F,tess,YAF_judge
standardised_datasets/TESS/04_01_F_tess_YAF_thought.wav,sad,normal,F,tess,YAF_thought
standardised_datasets/TESS/06_01_F_tess_YAF_puff.wav,fear,normal,F,tess,YAF_puff
standardised_datasets/TESS/01_01_F_tess_YAF_keen.wav,neutral,normal,F,tess,YAF_keen
standardised_datasets/TESS/05_01_F_tess_OAF_jar.wav,angry,normal,F,tess,OAF_jar
standardised_datasets/TESS/01_01_F_tess_OAF_luck.wav,neutral,normal,F,tess,OAF_luck
standardised_datasets/TESS/07_01_F_tess_OAF_team.wav,disgust,normal,F,tess,OAF_team
standardised_datasets/TESS/07_01_F_tess_OAF_limb.wav,disgust,normal,F,tess,OAF_limb
standardised_datasets/TESS/05_01_F_tess_OAF_mill.wav,angry,normal,F,tess,OAF_mill
standardised_datasets/TESS/06_01_F_tess_YAF_mood.wav,fear,normal,F,tess,YAF_mood
standardised_datasets/TESS/07_01_F_tess_OAF_king.wav,disgust,normal,F,tess,OAF_king
standardised_datasets/TESS/05_01_F_tess_YAF_bar.wav,angry,normal,F,tess,YAF_bar
standardised_datasets/TESS/05_01_F_tess_YAF_home.wav,angry,normal,F,tess,YAF_home
standardised_datasets/TESS/04_01_F_tess_YAF_book.wav,sad,normal,F,tess,YAF_book
standardised_datasets/TESS/07_01_F_tess_YAF_vote.wav,disgust,normal,F,tess,YAF_vote
standardised_datasets/TESS/07_01_F_tess_YAF_raid.wav,disgust,normal,F,tess,YAF_raid
standardised_datasets/TESS/04_01_F_tess_YAF_fit.wav,sad,normal,F,tess,YAF_fit
standardised_datasets/TESS/01_01_F_tess_OAF_wheat.wav,neutral,normal,F,tess,OAF_wheat
standardised_datasets/TESS/01_01_F_tess_YAF_came.wav,neutral,normal,F,tess,YAF_came
standardised_datasets/TESS/03_01_F_tess_YAF_loaf.wav,happy,normal,F,tess,YAF_loaf
standardised_datasets/TESS/01_01_F_tess_OAF_fit.wav,neutral,normal,F,tess,OAF_fit
standardised_datasets/TESS/03_01_F_tess_YAF_boat.wav,happy,normal,F,tess,YAF_boat
standardised_datasets/TESS/05_01_F_tess_OAF_fall.wav,angry,normal,F,tess,OAF_fall
standardised_datasets/TESS/03_01_F_tess_YAF_hash.wav,happy,normal,F,tess,YAF_hash
standardised_datasets/TESS/07_01_F_tess_YAF_deep.wav,disgust,normal,F,tess,YAF_deep
standardised_datasets/TESS/04_01_F_tess_YAF_learn.wav,sad,normal,F,tess,YAF_learn
standardised_datasets/TESS/01_01_F_tess_YAF_dime.wav,neutral,normal,F,tess,YAF_dime
standardised_datasets/TESS/03_01_F_tess_YAF_white.wav,happy,normal,F,tess,YAF_white
standardised_datasets/TESS/01_01_F_tess_YAF_lore.wav,neutral,normal,F,tess,YAF_lore
standardised_datasets/TESS/03_01_F_tess_YAF_good.wav,happy,normal,F,tess,YAF_good
standardised_datasets/TESS/03_01_F_tess_YAF_hire.wav,happy,normal,F,tess,YAF_hire
standardised_datasets/TESS/04_01_F_tess_YAF_pike.wav,sad,normal,F,tess,YAF_pike
standardised_datasets/TESS/07_01_F_tess_OAF_voice.wav,disgust,normal,F,tess,OAF_voice
standardised_datasets/TESS/04_01_F_tess_YAF_goal.wav,sad,normal,F,tess,YAF_goal
standardised_datasets/TESS/01_01_F_tess_OAF_yes.wav,neutral,normal,F,tess,OAF_yes
standardised_datasets/TESS/03_01_F_tess_OAF_tell.wav,happy,normal,F,tess,OAF_tell
standardised_datasets/TESS/05_01_F_tess_YAF_check.wav,angry,normal,F,tess,YAF_check
standardised_datasets/TESS/01_01_F_tess_YAF_numb.wav,neutral,normal,F,tess,YAF_numb
standardised_datasets/TESS/03_01_F_tess_OAF_juice.wav,happy,normal,F,tess,OAF_juice
standardised_datasets/TESS/03_01_F_tess_OAF_size.wav,happy,normal,F,tess,OAF_size
standardised_datasets/TESS/01_01_F_tess_YAF_bought.wav,neutral,normal,F,tess,YAF_bought
standardised_datasets/TESS/04_01_F_tess_YAF_yes.wav,sad,normal,F,tess,YAF_yes
standardised_datasets/TESS/01_01_F_tess_OAF_rag.wav,neutral,normal,F,tess,OAF_rag
standardised_datasets/TESS/07_01_F_tess_YAF_ditch.wav,disgust,normal,F,tess,YAF_ditch
standardised_datasets/TESS/03_01_F_tess_OAF_time.wav,happy,normal,F,tess,OAF_time
standardised_datasets/TESS/01_01_F_tess_YAF_haze.wav,neutral,normal,F,tess,YAF_haze
standardised_datasets/TESS/03_01_F_tess_OAF_note.wav,happy,normal,F,tess,OAF_note
standardised_datasets/TESS/06_01_F_tess_YAF_pole.wav,fear,normal,F,tess,YAF_pole
standardised_datasets/TESS/04_01_F_tess_YAF_lean.wav,sad,normal,F,tess,YAF_lean
standardised_datasets/TESS/04_01_F_tess_YAF_rag.wav,sad,normal,F,tess,YAF_rag
standardised_datasets/TESS/07_01_F_tess_OAF_jug.wav,disgust,normal,F,tess,OAF_jug
standardised_datasets/TESS/06_01_F_tess_YAF_have.wav,fear,normal,F,tess,YAF_have
standardised_datasets/TESS/03_01_F_tess_OAF_make.wav,happy,normal,F,tess,OAF_make
standardised_datasets/TESS/03_01_F_tess_OAF_mode.wav,happy,normal,F,tess,OAF_mode
standardised_datasets/RAVDESS/06_02_F_ravdess_22_0101.wav,fear,strong,F,ravdess,0101
standardised_datasets/RAVDESS/03_01_F_ravdess_18_0101.wav,happy,normal,F,ravdess,0101
standardised_datasets/RAVDESS/05_02_M_ravdess_15_0202.wav,angry,strong,M,ravdess,0202
standardised_datasets/RAVDESS/07_02_M_ravdess_01_0102.wav,disgust,strong,M,ravdess,0102
standardised_datasets/RAVDESS/04_01_M_ravdess_11_0202.wav,sad,normal,M,ravdess,0202
standardised_datasets/RAVDESS/06_01_M_ravdess_05_0102.wav,fear,normal,M,ravdess,0102
standardised_datasets/RAVDESS/06_01_M_ravdess_21_0201.wav,fear,normal,M,ravdess,0201
standardised_datasets/RAVDESS/05_01_F_ravdess_16_0102.wav,angry,normal,F,ravdess,0102
standardised_datasets/RAVDESS/07_01_F_ravdess_02_0202.wav,disgust,normal,F,ravdess,0202
standardised_datasets/RAVDESS/04_02_F_ravdess_12_0102.wav,sad,strong,F,ravdess,0102
standardised_datasets/RAVDESS/06_02_F_ravdess_06_0202.wav,fear,strong,F,ravdess,0202
standardised_datasets/RAVDESS/03_01_M_ravdess_09_0101.wav,happy,normal,M,ravdess,0101
standardised_datasets/RAVDESS/05_01_M_ravdess_23_0201.wav,angry,normal,M,ravdess,0201
standardised_datasets/RAVDESS/07_02_F_ravdess_10_0102.wav,disgust,strong,F,ravdess,0102
standardised_datasets/RAVDESS/05_02_F_ravdess_04_0202.wav,angry,strong,F,ravdess,0202
standardised_datasets/RAVDESS/06_01_F_ravdess_14_0102.wav,fear,normal,F,ravdess,0102
standardised_datasets/RAVDESS/04_01_F_ravdess_24_0101.wav,sad,normal,F,ravdess,0101
standardised_datasets/RAVDESS/05_02_F_ravdess_20_0101.wav,angry,strong,F,ravdess,0101
standardised_datasets/RAVDESS/07_01_M_ravdess_13_0202.wav,disgust,normal,M,ravdess,0202
standardised_datasets/RAVDESS/05_01_M_ravdess_07_0102.wav,angry,normal,M,ravdess,0102
standardised_datasets/RAVDESS/06_02_M_ravdess_17_0202.wav,fear,strong,M,ravdess,0202
standardised_datasets/RAVDESS/04_02_M_ravdess_03_0102.wav,sad,strong,M,ravdess,0102
standardised_datasets/RAVDESS/01_02_F_ravdess_14_0102.wav,neutral,strong,F,ravdess,0102
standardised_datasets/RAVDESS/04_02_M_ravdess_09_0101.wav,sad,strong,M,ravdess,0101
standardised_datasets/RAVDESS/07_01_M_ravdess_19_0201.wav,disgust,normal,M,ravdess,0201
standardised_datasets/RAVDESS/01_01_M_ravdess_17_0202.wav,neutral,normal,M,ravdess,0202
standardised_datasets/RAVDESS/03_01_M_ravdess_03_0102.wav,happy,normal,M,ravdess,0102
standardised_datasets/RAVDESS/03_02_F_ravdess_24_0101.wav,happy,strong,F,ravdess,0101
standardised_datasets/RAVDESS/03_02_M_ravdess_11_0202.wav,happy,strong,M,ravdess,0202
standardised_datasets/RAVDESS/01_02_M_ravdess_05_0102.wav,neutral,strong,M,ravdess,0102
standardised_datasets/RAVDESS/01_01_F_ravdess_22_0101.wav,neutral,normal,F,ravdess,0101
standardised_datasets/RAVDESS/04_02_F_ravdess_18_0101.wav,sad,strong,F,ravdess,0101
standardised_datasets/RAVDESS/07_01_F_ravdess_08_0201.wav,disgust,normal,F,ravdess,0201
standardised_datasets/RAVDESS/03_01_F_ravdess_12_0102.wav,happy,normal,F,ravdess,0102
standardised_datasets/RAVDESS/01_01_F_ravdess_06_0202.wav,neutral,normal,F,ravdess,0202
standardised_datasets/RAVDESS/01_02_M_ravdess_21_0201.wav,neutral,strong,M,ravdess,0201
standardised_datasets/RAVDESS/01_01_F_ravdess_16_0102.wav,neutral,normal,F,ravdess,0102
standardised_datasets/RAVDESS/03_01_F_ravdess_02_0202.wav,happy,normal,F,ravdess,0202
standardised_datasets/RAVDESS/01_02_M_ravdess_15_0202.wav,neutral,strong,M,ravdess,0202
standardised_datasets/RAVDESS/03_02_M_ravdess_01_0102.wav,happy,strong,M,ravdess,0102
standardised_datasets/RAVDESS/04_02_F_ravdess_08_0201.wav,sad,strong,F,ravdess,0201
standardised_datasets/RAVDESS/07_01_F_ravdess_18_0101.wav,disgust,normal,F,ravdess,0101
standardised_datasets/RAVDESS/03_01_M_ravdess_13_0202.wav,happy,normal,M,ravdess,0202
standardised_datasets/RAVDESS/01_01_M_ravdess_07_0102.wav,neutral,normal,M,ravdess,0102
standardised_datasets/RAVDESS/01_02_F_ravdess_20_0101.wav,neutral,strong,F,ravdess,0101
standardised_datasets/RAVDESS/03_02_F_ravdess_10_0102.wav,happy,strong,F,ravdess,0102
standardised_datasets/RAVDESS/01_02_F_ravdess_04_0202.wav,neutral,strong,F,ravdess,0202
standardised_datasets/RAVDESS/01_01_M_ravdess_23_0201.wav,neutral,normal,M,ravdess,0201
standardised_datasets/RAVDESS/04_02_M_ravdess_19_0201.wav,sad,strong,M,ravdess,0201
standardised_datasets/RAVDESS/07_01_M_ravdess_09_0101.wav,disgust,normal,M,ravdess,0101
standardised_datasets/RAVDESS/06_01_F_ravdess_20_0101.wav,fear,normal,F,ravdess,0101
standardised_datasets/RAVDESS/07_02_F_ravdess_24_0101.wav,disgust,strong,F,ravdess,0101
standardised_datasets/RAVDESS/05_01_M_ravdess_17_0202.wav,angry,normal,M,ravdess,0202
standardised_datasets/RAVDESS/07_01_M_ravdess_03_0102.wav,disgust,normal,M,ravdess,0102
standardised_datasets/RAVDESS/04_02_M_ravdess_13_0202.wav,sad,strong,M,ravdess,0202
standardised_datasets/RAVDESS/06_02_M_ravdess_07_0102.wav,fear,strong,M,ravdess,0102
standardised_datasets/RAVDESS/06_02_M_ravdess_23_0201.wav,fear,strong,M,ravdess,0201
standardised_datasets/RAVDESS/03_01_M_ravdess_19_0201.wav,happy,normal,M,ravdess,0201
standardised_datasets/RAVDESS/05_02_F_ravdess_14_0102.wav,angry,strong,F,ravdess,0102
standardised_datasets/RAVDESS/04_01_F_ravdess_10_0102.wav,sad,normal,F,ravdess,0102
standardised_datasets/RAVDESS/06_01_F_ravdess_04_0202.wav,fear,normal,F,ravdess,0202
standardised_datasets/RAVDESS/05_02_M_ravdess_21_0201.wav,angry,strong,M,ravdess,0201
standardised_datasets/RAVDESS/07_01_F_ravdess_12_0102.wav,disgust,normal,F,ravdess,0102
standardised_datasets/RAVDESS/05_01_F_ravdess_06_0202.wav,angry,normal,F,ravdess,0202
standardised_datasets/RAVDESS/06_02_F_ravdess_16_0102.wav,fear,strong,F,ravdess,0102
standardised_datasets/RAVDESS/04_02_F_ravdess_02_0202.wav,sad,strong,F,ravdess,0202
standardised_datasets/RAVDESS/03_01_F_ravdess_08_0201.wav,happy,normal,F,ravdess,0201
standardised_datasets/RAVDESS/05_01_F_ravdess_22_0101.wav,angry,normal,F,ravdess,0101
standardised_datasets/RAVDESS/07_02_M_ravdess_11_0202.wav,disgust,strong,M,ravdess,0202
standardised_datasets/RAVDESS/05_02_M_ravdess_05_0102.wav,angry,strong,M,ravdess,0102
standardised_datasets/RAVDESS/06_01_M_ravdess_15_0202.wav,fear,normal,M,ravdess,0202
standardised_datasets/RAVDESS/04_01_M_ravdess_01_0102.wav,sad,normal,M,ravdess,0102
standardised_datasets/RAVDESS/03_01_F_ravdess_18_0102.wav,happy,normal,F,ravdess,0102
standardised_datasets/RAVDESS/06_02_F_ravdess_22_0102.wav,fear,strong,F,ravdess,0102
standardised_datasets/RAVDESS/04_01_M_ravdess_11_0201.wav,sad,normal,M,ravdess,0201
standardised_datasets/RAVDESS/06_01_M_ravdess_05_0101.wav,fear,normal,M,ravdess,0101
standardised_datasets/RAVDESS/05_02_M_ravdess_15_0201.wav,angry,strong,M,ravdess,0201
standardised_datasets/RAVDESS/07_02_M_ravdess_01_0101.wav,disgust,strong,M,ravdess,0101
standardised_datasets/RAVDESS/06_01_M_ravdess_21_0202.wav,fear,normal,M,ravdess,0202
standardised_datasets/RAVDESS/04_02_F_ravdess_12_0101.wav,sad,strong,F,ravdess,0101
standardised_datasets/RAVDESS/06_02_F_ravdess_06_0201.wav,fear,strong,F,ravdess,0201
standardised_datasets/RAVDESS/05_01_F_ravdess_16_0101.wav,angry,normal,F,ravdess,0101
standardised_datasets/RAVDESS/07_01_F_ravdess_02_0201.wav,disgust,normal,F,ravdess,0201
standardised_datasets/RAVDESS/05_01_M_ravdess_23_0202.wav,angry,normal,M,ravdess,0202
standardised_datasets/RAVDESS/03_01_M_ravdess_09_0102.wav,happy,normal,M,ravdess,0102
standardised_datasets/RAVDESS/06_01_F_ravdess_14_0101.wav,fear,normal,F,ravdess,0101
standardised_datasets/RAVDESS/07_02_F_ravdess_10_0101.wav,disgust,strong,F,ravdess,0101
standardised_datasets/RAVDESS/05_02_F_ravdess_04_0201.wav,angry,strong,F,ravdess,0201
standardised_datasets/RAVDESS/05_02_F_ravdess_20_0102.wav,angry,strong,F,ravdess,0102
standardised_datasets/RAVDESS/04_01_F_ravdess_24_0102.wav,sad,normal,F,ravdess,0102
standardised_datasets/RAVDESS/06_02_M_ravdess_17_0201.wav,fear,strong,M,ravdess,0201
standardised_datasets/RAVDESS/04_02_M_ravdess_03_0101.wav,sad,strong,M,ravdess,0101
standardised_datasets/RAVDESS/07_01_M_ravdess_13_0201.wav,disgust,normal,M,ravdess,0201
standardised_datasets/RAVDESS/05_01_M_ravdess_07_0101.wav,angry,normal,M,ravdess,0101
standardised_datasets/RAVDESS/01_02_F_ravdess_14_0101.wav,neutral,strong,F,ravdess,0101
standardised_datasets/RAVDESS/07_01_M_ravdess_19_0202.wav,disgust,normal,M,ravdess,0202
standardised_datasets/RAVDESS/04_02_M_ravdess_09_0102.wav,sad,strong,M,ravdess,0102
standardised_datasets/RAVDESS/01_01_M_ravdess_17_0201.wav,neutral,normal,M,ravdess,0201
standardised_datasets/RAVDESS/03_01_M_ravdess_03_0101.wav,happy,normal,M,ravdess,0101
standardised_datasets/RAVDESS/03_02_F_ravdess_24_0102.wav,happy,strong,F,ravdess,0102
standardised_datasets/RAVDESS/03_02_M_ravdess_11_0201.wav,happy,strong,M,ravdess,0201
standardised_datasets/RAVDESS/01_02_M_ravdess_05_0101.wav,neutral,strong,M,ravdess,0101
standardised_datasets/RAVDESS/07_01_F_ravdess_08_0202.wav,disgust,normal,F,ravdess,0202
standardised_datasets/RAVDESS/04_02_F_ravdess_18_0102.wav,sad,strong,F,ravdess,0102
standardised_datasets/RAVDESS/01_01_F_ravdess_22_0102.wav,neutral,normal,F,ravdess,0102
standardised_datasets/RAVDESS/03_01_F_ravdess_12_0101.wav,happy,normal,F,ravdess,0101
standardised_datasets/RAVDESS/01_01_F_ravdess_06_0201.wav,neutral,normal,F,ravdess,0201
standardised_datasets/RAVDESS/01_02_M_ravdess_21_0202.wav,neutral,strong,M,ravdess,0202
standardised_datasets/RAVDESS/01_01_F_ravdess_16_0101.wav,neutral,normal,F,ravdess,0101
standardised_datasets/RAVDESS/03_01_F_ravdess_02_0201.wav,happy,normal,F,ravdess,0201
standardised_datasets/RAVDESS/01_02_M_ravdess_15_0201.wav,neutral,strong,M,ravdess,0201
standardised_datasets/RAVDESS/03_02_M_ravdess_01_0101.wav,happy,strong,M,ravdess,0101
standardised_datasets/RAVDESS/07_01_F_ravdess_18_0102.wav,disgust,normal,F,ravdess,0102
standardised_datasets/RAVDESS/04_02_F_ravdess_08_0202.wav,sad,strong,F,ravdess,0202
standardised_datasets/RAVDESS/03_01_M_ravdess_13_0201.wav,happy,normal,M,ravdess,0201
standardised_datasets/RAVDESS/01_01_M_ravdess_07_0101.wav,neutral,normal,M,ravdess,0101
standardised_datasets/RAVDESS/01_02_F_ravdess_20_0102.wav,neutral,strong,F,ravdess,0102
standardised_datasets/RAVDESS/03_02_F_ravdess_10_0101.wav,happy,strong,F,ravdess,0101
standardised_datasets/RAVDESS/01_02_F_ravdess_04_0201.wav,neutral,strong,F,ravdess,0201
standardised_datasets/RAVDESS/07_01_M_ravdess_09_0102.wav,disgust,normal,M,ravdess,0102
standardised_datasets/RAVDESS/04_02_M_ravdess_19_0202.wav,sad,strong,M,ravdess,0202
standardised_datasets/RAVDESS/01_01_M_ravdess_23_0202.wav,neutral,normal,M,ravdess,0202
standardised_datasets/RAVDESS/07_02_F_ravdess_24_0102.wav,disgust,strong,F,ravdess,0102
standardised_datasets/RAVDESS/06_01_F_ravdess_20_0102.wav,fear,normal,F,ravdess,0102
standardised_datasets/RAVDESS/04_02_M_ravdess_13_0201.wav,sad,strong,M,ravdess,0201
standardised_datasets/RAVDESS/06_02_M_ravdess_07_0101.wav,fear,strong,M,ravdess,0101
standardised_datasets/RAVDESS/05_01_M_ravdess_17_0201.wav,angry,normal,M,ravdess,0201
standardised_datasets/RAVDESS/07_01_M_ravdess_03_0101.wav,disgust,normal,M,ravdess,0101
standardised_datasets/RAVDESS/03_01_M_ravdess_19_0202.wav,happy,normal,M,ravdess,0202
standardised_datasets/RAVDESS/06_02_M_ravdess_23_0202.wav,fear,strong,M,ravdess,0202
standardised_datasets/RAVDESS/04_01_F_ravdess_10_0101.wav,sad,normal,F,ravdess,0101
standardised_datasets/RAVDESS/06_01_F_ravdess_04_0201.wav,fear,normal,F,ravdess,0201
standardised_datasets/RAVDESS/05_02_F_ravdess_14_0101.wav,angry,strong,F,ravdess,0101
standardised_datasets/RAVDESS/05_02_M_ravdess_21_0202.wav,angry,strong,M,ravdess,0202
standardised_datasets/RAVDESS/06_02_F_ravdess_16_0101.wav,fear,strong,F,ravdess,0101
standardised_datasets/RAVDESS/04_02_F_ravdess_02_0201.wav,sad,strong,F,ravdess,0201
standardised_datasets/RAVDESS/07_01_F_ravdess_12_0101.wav,disgust,normal,F,ravdess,0101
standardised_datasets/RAVDESS/05_01_F_ravdess_06_0201.wav,angry,normal,F,ravdess,0201
standardised_datasets/RAVDESS/05_01_F_ravdess_22_0102.wav,angry,normal,F,ravdess,0102
standardised_datasets/RAVDESS/03_01_F_ravdess_08_0202.wav,happy,normal,F,ravdess,0202
standardised_datasets/RAVDESS/06_01_M_ravdess_15_0201.wav,fear,normal,M,ravdess,0201
standardised_datasets/RAVDESS/04_01_M_ravdess_01_0101.wav,sad,normal,M,ravdess,0101
standardised_datasets/RAVDESS/07_02_M_ravdess_11_0201.wav,disgust,strong,M,ravdess,0201
standardised_datasets/RAVDESS/05_02_M_ravdess_05_0101.wav,angry,strong,M,ravdess,0101
standardised_datasets/RAVDESS/03_01_F_ravdess_20_0201.wav,happy,normal,F,ravdess,0201
standardised_datasets/RAVDESS/01_02_M_ravdess_13_0102.wav,neutral,strong,M,ravdess,0102
standardised_datasets/RAVDESS/03_02_M_ravdess_07_0202.wav,happy,strong,M,ravdess,0202
standardised_datasets/RAVDESS/05_02_M_ravdess_09_0201.wav,angry,strong,M,ravdess,0201
standardised_datasets/RAVDESS/03_02_M_ravdess_23_0101.wav,happy,strong,M,ravdess,0101
standardised_datasets/RAVDESS/06_01_M_ravdess_19_0101.wav,fear,normal,M,ravdess,0101
standardised_datasets/RAVDESS/01_01_F_ravdess_10_0202.wav,neutral,normal,F,ravdess,0202
standardised_datasets/RAVDESS/03_01_F_ravdess_04_0102.wav,happy,normal,F,ravdess,0102
standardised_datasets/RAVDESS/03_02_F_ravdess_16_0202.wav,happy,strong,F,ravdess,0202
standardised_datasets/RAVDESS/01_02_F_ravdess_02_0102.wav,neutral,strong,F,ravdess,0102
standardised_datasets/RAVDESS/05_02_F_ravdess_18_0201.wav,angry,strong,F,ravdess,0201
standardised_datasets/RAVDESS/06_01_F_ravdess_08_0101.wav,fear,normal,F,ravdess,0101
standardised_datasets/RAVDESS/03_01_M_ravdess_15_0102.wav,happy,normal,M,ravdess,0102
standardised_datasets/RAVDESS/01_01_M_ravdess_01_0202.wav,neutral,normal,M,ravdess,0202
standardised_datasets/RAVDESS/04_01_F_ravdess_16_0202.wav,sad,normal,F,ravdess,0202
